policy_id,fraud
681822,0.33774834437086093
301288,0.2517985611510791
212001,0.1095890410958904
797680,0.6190476190476191
789334,0.1276595744680851
275166,0.1095890410958904
753093,0.0
464667,0.0
663141,0.2517985611510791
248351,0.1276595744680851
778894,0.2517985611510791
644825,0.2517985611510791
770514,0.2517985611510791
484325,0.2517985611510791
925974,0.0
152491,0.1276595744680851
511885,0.33774834437086093
782820,0.1276595744680851
389475,0.0
686772,0.6190476190476191
940840,0.2517985611510791
621475,0.7777777777777778
208514,0.2517985611510791
928992,0.1276595744680851
401273,0.0
926123,0.1095890410958904
430800,0.33774834437086093
823727,0.1276595744680851
217473,0.2777777777777778
205749,0.0
512081,0.1095890410958904
961804,0.1276595744680851
839604,0.33774834437086093
610885,0.33774834437086093
112834,0.1095890410958904
426251,0.0
202252,0.33774834437086093
616367,0.1276595744680851
770951,0.2517985611510791
291826,0.33774834437086093
133119,0.33774834437086093
127997,0.1095890410958904
637024,0.26666666666666666
462878,0.6190476190476191
327212,0.7777777777777778
411477,0.33774834437086093
162576,0.1276595744680851
140990,0.1276595744680851
148183,0.33774834437086093
636682,0.1276595744680851
654998,0.33774834437086093
388619,0.2517985611510791
250047,0.1276595744680851
293050,0.1095890410958904
492128,0.7777777777777778
500255,0.26666666666666666
179293,0.33774834437086093
466711,0.2517985611510791
344847,0.2777777777777778
666233,0.33774834437086093
775687,0.2517985611510791
591378,0.33774834437086093
220783,0.1095890410958904
289448,0.33774834437086093
605127,0.1276595744680851
439694,0.0
441937,0.1276595744680851
782283,0.33774834437086093
678710,0.1276595744680851
609317,0.2777777777777778
728836,0.33774834437086093
957002,0.33774834437086093
684323,0.33774834437086093
391330,0.0
985533,0.1276595744680851
333029,0.0
968702,0.2517985611510791
654142,0.1276595744680851
707117,0.2517985611510791
780020,0.2517985611510791
661375,0.1276595744680851
156253,0.0
606310,0.7777777777777778
381244,0.1276595744680851
921868,0.0
664606,0.2517985611510791
841122,0.33774834437086093
259695,0.33774834437086093
807162,0.2517985611510791
155724,0.2517985611510791
682848,1.0
511789,0.2517985611510791
378599,0.1095890410958904
897134,0.1095890410958904
796642,0.1276595744680851
543155,0.2517985611510791
231021,0.33774834437086093
902777,0.1095890410958904
233983,0.1095890410958904
1017754,0.6190476190476191
754547,0.2517985611510791
925210,0.33774834437086093
168764,0.1276595744680851
856942,0.33774834437086093
682012,0.5
299311,0.1095890410958904
647869,0.2517985611510791
533140,0.1095890410958904
649079,0.1095890410958904
422274,0.33774834437086093
929971,0.6190476190476191
520537,0.33774834437086093
776572,0.1276595744680851
222510,0.0
172749,0.0
738704,0.1276595744680851
477761,0.2517985611510791
161790,0.0
863960,0.33774834437086093
313286,0.1276595744680851
541979,0.33774834437086093
556332,0.33774834437086093
179713,0.33774834437086093
645921,0.1095890410958904
849384,0.6190476190476191
614512,0.7777777777777778
807157,0.33774834437086093
877608,0.1276595744680851
594059,1.0
895903,0.33774834437086093
698071,0.2777777777777778
413489,0.0
171987,0.26666666666666666
966581,0.1276595744680851
841397,0.7777777777777778
217809,0.1276595744680851
554565,0.1276595744680851
534103,0.2777777777777778
716202,0.33774834437086093
447728,0.1276595744680851
675298,0.2517985611510791
111626,0.2517985611510791
645695,0.33774834437086093
223240,0.7777777777777778
578621,0.33774834437086093
345467,0.33774834437086093
279404,0.1095890410958904
287471,0.1276595744680851
730486,0.33774834437086093
571165,0.2517985611510791
576836,0.5
764272,0.1276595744680851
445527,0.33774834437086093
900497,0.2517985611510791
564461,0.0
506524,0.0
903330,0.33774834437086093
597895,0.0
536923,0.2777777777777778
149034,0.2517985611510791
148435,0.2517985611510791
939743,0.26666666666666666
477621,0.33774834437086093
444707,0.2517985611510791
966152,0.7777777777777778
663539,0.7777777777777778
603174,0.2517985611510791
156546,0.1276595744680851
658586,0.1095890410958904
250832,0.1276595744680851
412094,0.0
965632,0.2777777777777778
296010,0.33774834437086093
821594,0.1276595744680851
320404,0.0
467978,0.2517985611510791
842518,0.1276595744680851
780286,0.33774834437086093
415298,0.33774834437086093
342144,0.6190476190476191
395587,0.2517985611510791
431471,0.0
273703,0.0
346072,0.1276595744680851
577233,0.0
367987,0.2517985611510791
480869,0.33774834437086093
232367,0.7777777777777778
181642,0.33774834437086093
185870,0.2777777777777778
492891,0.1095890410958904
339043,0.33774834437086093
788031,0.1095890410958904
908334,0.33774834437086093
247446,0.1095890410958904
487169,0.26666666666666666
916113,0.1095890410958904
973109,0.33774834437086093
374580,0.0
377829,0.26666666666666666
973873,0.2517985611510791
400899,0.0
183643,0.1095890410958904
316802,0.33774834437086093
282972,0.33774834437086093
913765,0.33774834437086093
693457,0.6190476190476191
980023,0.2517985611510791
846995,0.1276595744680851
688362,0.2517985611510791
250951,0.33774834437086093
882850,0.26666666666666666
838173,0.1276595744680851
480884,0.0
788520,0.1095890410958904
206851,0.2517985611510791
434086,0.2517985611510791
284278,0.1276595744680851
477670,0.33774834437086093
857489,0.7777777777777778
346339,0.7777777777777778
243912,0.33774834437086093
109865,0.2517985611510791
628167,0.1276595744680851
536920,0.33774834437086093
912686,0.2517985611510791
901268,0.1276595744680851
424208,0.33774834437086093
261905,0.33774834437086093
563720,0.33774834437086093
360692,0.0
206541,0.33774834437086093
468086,0.1095890410958904
392780,0.1276595744680851
176442,0.33774834437086093
388910,0.6190476190476191
687698,0.1276595744680851
463863,0.1276595744680851
479010,0.2777777777777778
166116,0.0
949955,0.7777777777777778
180644,0.6190476190476191
135236,0.1276595744680851
754567,0.2777777777777778
430975,0.1276595744680851
841315,0.33774834437086093
639847,0.26666666666666666
866870,0.1276595744680851
804517,0.6190476190476191
274001,0.1276595744680851
482029,0.2777777777777778
431478,0.1276595744680851
276348,0.33774834437086093
546758,0.1095890410958904
693415,0.1276595744680851
235652,0.33774834437086093
529472,0.6190476190476191
676552,0.2517985611510791
437582,0.2517985611510791
831513,0.2517985611510791
493446,0.33774834437086093
593332,0.1095890410958904
428847,0.2517985611510791
758626,0.1276595744680851
942162,0.1276595744680851
830611,0.0
606210,0.2517985611510791
502360,0.2517985611510791
438012,0.5
268884,0.1095890410958904
693669,0.6190476190476191
978322,0.1276595744680851
404869,0.33774834437086093
628477,0.2777777777777778
225347,1.0
457928,0.33774834437086093
1023865,0.1276595744680851
351416,0.2517985611510791
441909,0.33774834437086093
117633,0.2517985611510791
887070,0.1276595744680851
299199,0.1276595744680851
174690,0.1276595744680851
815400,0.33774834437086093
265475,0.2517985611510791
665842,0.1276595744680851
889820,0.26666666666666666
353959,0.1095890410958904
811880,1.0
573188,0.2517985611510791
870334,0.33774834437086093
500418,0.1095890410958904
186478,0.6190476190476191
150112,0.1276595744680851
936492,0.1276595744680851
663065,0.1276595744680851
283767,0.2777777777777778
325099,0.2517985611510791
465673,0.2517985611510791
913900,0.2517985611510791
