policy_id,fraud
681822,0.6778968597471837
301288,0.6632115491672518
212001,0.7447584986982458
797680,0.5046136357085564
789334,0.6051865391431205
275166,0.9506197450935401
753093,0.010850461689904
464667,0.0965671769794968
663141,0.1514301853437625
248351,0.6869816998333236
778894,0.023804876616459802
644825,0.34273984558679316
770514,0.30274915883181497
484325,0.15707468280953407
925974,0.8436851054321663
152491,0.09080856781406732
511885,0.11872862540558271
782820,0.5184666269557036
389475,0.9124116519802193
686772,0.11808900078451467
940840,0.2736143514159136
621475,0.5801042041922195
208514,0.6494872672516175
928992,0.3905937802591892
401273,0.7023725918842215
926123,0.43264352109512816
430800,0.5831549509686073
823727,0.8829723588581145
217473,0.5601032917550021
205749,0.854120680958812
512081,0.1684974222411929
961804,0.8823217623099014
839604,0.47346503662860195
610885,0.5554872742107797
112834,0.2882306738317555
426251,0.280787705059939
202252,0.058239296885183256
616367,0.985669759284453
770951,0.34101908926218405
291826,0.13094942494495143
133119,0.41491833651227883
127997,0.42121388456463804
637024,0.9123304929554714
462878,0.43232980397377174
327212,0.9847577739977825
411477,0.6166113796389484
162576,0.521640845008967
140990,0.5087429749231273
148183,0.6082006248265173
636682,0.42890285588048227
654998,0.21122599213271875
388619,0.9758859463337569
250047,0.7887536774731264
293050,0.5682946236242528
492128,0.3731944252577345
500255,0.1324487994967426
179293,0.7436706591076149
466711,0.721033983878381
344847,0.607848783041619
666233,0.2665633527939889
775687,0.7762217132555171
591378,0.9980622750457578
220783,0.29876902716876885
289448,0.5847522011112739
605127,0.2970206395685502
439694,0.4461413756781252
441937,0.9145877470083206
782283,0.584999703817249
678710,0.09602361015679894
609317,0.4627141208191218
728836,0.4273756615882529
957002,0.9819093347067593
684323,0.24289224836762002
391330,0.03455612224090843
985533,0.14696292906827135
333029,0.09305545440514251
968702,0.5376478458781859
654142,0.36341949379790073
707117,0.3065155611704976
780020,0.11768918302861575
661375,0.8795807431511377
156253,0.9722978158263781
606310,0.17411220331879818
381244,0.5441598869687487
921868,0.8659574853566255
664606,0.4571403230265435
841122,0.46873629690814234
259695,0.34977951977942445
807162,0.9614335181441727
155724,0.2383120656993526
682848,0.563648216564819
511789,0.194798984972267
378599,0.44973274529130214
897134,0.8544125074723047
796642,0.1729102805441004
543155,0.29335000424221336
231021,0.7631389001714497
902777,0.7716589328877725
233983,0.3261264502999289
1017754,0.8444182669406985
754547,0.33174513022489094
925210,0.6430057536118371
168764,0.7422320495968392
856942,0.8860880653092831
682012,0.6775710597726717
299311,0.18738301642962385
647869,0.19160671089796266
533140,0.5603278313813538
649079,0.0834444756605146
422274,0.18068990105829563
929971,0.12636300806258638
520537,0.5956120955684775
776572,0.28967507217132815
222510,0.5250837658037547
172749,0.6679305398829781
738704,0.24016435171262607
477761,0.4940612952401551
161790,0.0036312341180462226
863960,0.01696421441420959
313286,0.31479629332692105
